,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Total_Assets,Assets_score,Assets_to_loan_score,Income_to_loan,Income_to_loan_score,Income_to_Loan_score_per_dependancy
3333,0, Not Graduate, No,9100000,26400000,6,518,15800000,1100000,35300000,5700000,0,52200000,27039600000,1024.2272727272727,2.0681818181818183,1071.318181818182,1071.318181818182
3334,2, Graduate, Yes,900000,2300000,20,367,0,1200000,3400000,1300000,0,4600000,1688200000,734.0,7.826086956521739,2872.1739130434785,957.3913043478261
3335,0, Graduate, Yes,4600000,12000000,12,493,4500000,700000,16200000,3600000,0,21400000,10550200000,879.1833333333333,4.6,2267.7999999999997,2267.7999999999997
3336,2, Graduate, Yes,9400000,22700000,14,505,4000000,16900000,24700000,11500000,0,45600000,23028000000,1014.4493392070484,5.797356828193832,2927.6651982378853,975.8883994126285
3337,5, Graduate, No,6900000,26500000,16,322,20500000,9800000,17100000,9400000,0,47400000,15262800000,575.954716981132,4.166037735849057,1341.4641509433961,223.577358490566
3338,2, Graduate, No,300000,900000,8,735,800000,400000,500000,100000,1,1700000,1249500000,1388.3333333333333,2.6666666666666665,1960.0,653.3333333333334
3339,5, Graduate, Yes,1900000,6700000,2,622,4200000,200000,3900000,1700000,1,8300000,5162600000,770.5373134328358,0.5671641791044776,352.77611940298505,58.796019900497505
3340,4, Graduate, Yes,4400000,16400000,6,513,5400000,7500000,13100000,5700000,0,26000000,13338000000,813.2926829268292,1.6097560975609757,825.8048780487806,165.16097560975612
3341,4, Not Graduate, Yes,1200000,4100000,16,585,900000,900000,2300000,900000,1,4100000,2398500000,585.0,4.682926829268292,2739.512195121951,547.9024390243902
3342,1, Graduate, Yes,1000000,3000000,10,813,2900000,500000,3300000,800000,1,6700000,5447100000,1815.7,3.3333333333333335,2710.0,1355.0
3343,0, Graduate, No,3100000,10400000,18,622,1300000,5000000,7200000,1600000,1,13500000,8397000000,807.4038461538462,5.365384615384615,3337.2692307692305,3337.2692307692305
3344,1, Graduate, Yes,2100000,6300000,16,899,2400000,2200000,4400000,2200000,1,9000000,8091000000,1284.2857142857142,5.333333333333333,4794.666666666666,2397.333333333333
3345,0, Not Graduate, No,2100000,4700000,2,459,4000000,1300000,8100000,1200000,0,13400000,6150600000,1308.6382978723404,0.8936170212765957,410.17021276595744,410.17021276595744
3346,4, Graduate, No,9400000,33300000,18,369,20600000,5600000,32200000,7200000,0,58400000,21549600000,647.1351351351351,5.081081081081081,1874.9189189189187,374.98378378378374
3347,2, Not Graduate, No,9700000,37700000,6,601,300000,3100000,23800000,11800000,1,27200000,16347200000,433.61273209549074,1.5437665782493368,927.8037135278514,309.2679045092838
3348,4, Graduate, No,1400000,2700000,18,703,600000,1300000,5400000,900000,1,7300000,5131900000,1900.7037037037037,9.333333333333334,6561.333333333334,1312.2666666666669
3349,2, Not Graduate, No,4700000,14600000,20,597,8200000,6000000,14100000,6800000,1,28300000,16895100000,1157.1986301369864,6.438356164383562,3843.698630136986,1281.2328767123288
3350,3, Not Graduate, Yes,4100000,13300000,10,670,1900000,5500000,13200000,6100000,1,20600000,13802000000,1037.7443609022557,3.082706766917293,2065.4135338345864,516.3533834586466
3351,4, Not Graduate, Yes,1200000,2800000,6,366,3300000,300000,4200000,1400000,0,7800000,2854800000,1019.5714285714286,2.5714285714285716,941.1428571428572,188.22857142857146
3352,5, Not Graduate, No,7900000,27800000,16,857,23300000,12500000,17200000,10600000,1,53000000,45421000000,1633.8489208633093,4.546762589928058,3896.5755395683454,649.4292565947243
3353,2, Not Graduate, No,6600000,15000000,16,401,13600000,6600000,23500000,3300000,0,43700000,17523700000,1168.2466666666667,7.04,2823.04,941.0133333333333
3354,0, Not Graduate, No,2200000,8800000,4,437,1600000,2300000,8300000,2000000,1,12200000,5331400000,605.8409090909091,1.0,437.0,437.0
3355,3, Not Graduate, No,5500000,17600000,8,882,5800000,7800000,20300000,3100000,1,33900000,29899800000,1698.8522727272727,2.5,2205.0,551.25
3356,4, Graduate, No,5100000,15500000,8,392,6700000,8100000,13600000,6700000,0,28400000,11132800000,718.2451612903226,2.632258064516129,1031.8451612903225,206.3690322580645
3357,2, Not Graduate, Yes,3900000,7700000,10,421,9700000,7500000,14100000,2100000,0,31300000,13177300000,1711.3376623376623,5.064935064935065,2132.337662337662,710.7792207792207
3358,5, Graduate, No,200000,400000,6,722,300000,300000,400000,100000,1,1000000,722000000,1805.0,3.0,2166.0,361.0
3359,4, Graduate, No,5800000,14700000,10,692,2300000,10100000,17700000,3900000,1,30100000,20829200000,1416.952380952381,3.945578231292517,2730.3401360544217,546.0680272108843
3360,5, Not Graduate, No,8300000,20700000,2,537,8400000,14300000,19700000,7800000,0,42400000,22768800000,1099.9420289855072,0.8019323671497585,430.6376811594203,71.77294685990339
3361,5, Graduate, Yes,2600000,5500000,8,676,6700000,800000,7200000,1300000,1,14700000,9937200000,1806.7636363636364,3.7818181818181817,2556.509090909091,426.08484848484846
3362,1, Graduate, No,2100000,8100000,6,817,4600000,2900000,4900000,2900000,1,12400000,10130800000,1250.716049382716,1.5555555555555556,1270.888888888889,635.4444444444445
3363,4, Not Graduate, No,3900000,10800000,20,433,4700000,1600000,14500000,2300000,0,20800000,9006400000,833.925925925926,7.222222222222222,3127.222222222222,625.4444444444445
3364,1, Graduate, Yes,5200000,16300000,6,524,11000000,3400000,20700000,4600000,0,35100000,18392400000,1128.3680981595091,1.9141104294478528,1002.9938650306749,501.49693251533745
3365,3, Not Graduate, Yes,7800000,24400000,20,490,6700000,5100000,17700000,4100000,0,29500000,14455000000,592.4180327868852,6.39344262295082,3132.786885245902,783.1967213114755
3366,3, Not Graduate, Yes,5400000,14300000,4,595,4100000,2800000,19300000,4900000,1,26200000,15589000000,1090.13986013986,1.5104895104895104,898.7412587412587,224.68531468531467
3367,2, Not Graduate, No,2900000,11000000,2,835,4900000,3200000,11500000,1400000,1,19600000,16366000000,1487.8181818181818,0.5272727272727272,440.27272727272725,146.75757575757575
3368,4, Graduate, No,7100000,28300000,6,850,5600000,7100000,26000000,9700000,1,38700000,32895000000,1162.3674911660778,1.5053003533568905,1279.505300353357,255.90106007067138
3369,1, Graduate, Yes,800000,2500000,4,409,1300000,1000000,3100000,900000,1,5400000,2208600000,883.44,1.28,523.52,261.76
3370,5, Graduate, Yes,3400000,12800000,10,760,9800000,4300000,11000000,4600000,1,25100000,19076000000,1490.3125,2.65625,2018.75,336.4583333333333
3371,1, Graduate, Yes,6800000,17600000,14,344,5500000,5600000,18100000,7700000,0,29200000,10044800000,570.7272727272727,5.409090909090909,1860.7272727272727,930.3636363636364
3372,4, Graduate, Yes,7000000,27100000,12,881,8300000,9400000,17200000,9500000,1,34900000,30746900000,1134.5719557195573,3.0996309963099633,2730.7749077490776,546.1549815498155
3373,0, Graduate, Yes,9300000,24500000,10,600,20200000,700000,32600000,5400000,1,53500000,32100000000,1310.204081632653,3.795918367346939,2277.5510204081634,2277.5510204081634
3374,2, Graduate, No,7500000,19900000,10,790,3500000,13000000,19900000,5900000,1,36400000,28756000000,1445.0251256281408,3.7688442211055277,2977.386934673367,992.4623115577889
3375,3, Graduate, Yes,8000000,31200000,20,392,7300000,8400000,16000000,6000000,0,31700000,12426400000,398.28205128205127,5.128205128205129,2010.2564102564104,502.5641025641026
3376,5, Graduate, Yes,1600000,4100000,2,748,1400000,1000000,4200000,1000000,1,6600000,4936800000,1204.0975609756097,0.7804878048780488,583.8048780487806,97.30081300813009
3377,1, Graduate, Yes,6700000,18800000,6,798,8700000,5900000,18000000,6100000,1,32600000,26014800000,1383.7659574468084,2.1382978723404253,1706.3617021276593,853.1808510638297
3378,3, Not Graduate, No,3800000,11400000,4,323,5800000,4000000,9600000,4400000,1,19400000,6266200000,549.6666666666666,1.3333333333333333,430.66666666666663,107.66666666666666
3379,1, Not Graduate, Yes,2700000,5400000,6,413,4800000,1500000,6100000,2600000,0,12400000,5121200000,948.3703703703703,3.0,1239.0,619.5
3380,3, Graduate, No,1300000,2900000,8,733,3800000,1900000,3800000,1800000,1,9500000,6963500000,2401.206896551724,3.586206896551724,2628.689655172414,657.1724137931035
3381,4, Not Graduate, No,3400000,10500000,16,543,3100000,4500000,11100000,4500000,0,18700000,10154100000,967.0571428571428,5.180952380952381,2813.257142857143,562.6514285714286
3382,3, Graduate, No,3400000,10900000,14,757,5400000,1600000,7700000,3000000,1,14700000,11127900000,1020.9082568807339,4.36697247706422,3305.7981651376144,826.4495412844036
3383,5, Graduate, Yes,2400000,6800000,8,464,1900000,1300000,9500000,1900000,0,12700000,5892800000,866.5882352941177,2.823529411764706,1310.1176470588236,218.3529411764706
3384,0, Not Graduate, No,1900000,6900000,4,749,2100000,3700000,4300000,2200000,1,10100000,7564900000,1096.3623188405797,1.1014492753623188,824.9855072463769,824.9855072463769
3385,4, Graduate, No,700000,2200000,6,680,300000,200000,2500000,300000,1,3000000,2040000000,927.2727272727273,1.9090909090909092,1298.1818181818182,259.6363636363636
3386,1, Not Graduate, No,6900000,20900000,4,574,3200000,1800000,25000000,5200000,1,30000000,17220000000,823.9234449760766,1.3205741626794258,758.0095693779905,379.00478468899524
3387,5, Graduate, Yes,300000,800000,18,774,400000,200000,900000,400000,1,1500000,1161000000,1451.25,6.75,5224.5,870.75
3388,3, Not Graduate, No,6000000,18700000,10,387,6600000,6200000,23300000,6700000,0,36100000,13970700000,747.096256684492,3.2085561497326203,1241.711229946524,310.427807486631
3389,1, Not Graduate, No,4300000,16400000,20,397,6700000,6200000,10200000,5700000,0,23100000,9170700000,559.189024390244,5.2439024390243905,2081.829268292683,1040.9146341463415
3390,4, Graduate, No,5800000,13500000,14,816,13800000,9300000,20400000,7900000,1,43500000,35496000000,2629.3333333333335,6.014814814814815,4908.088888888889,981.6177777777779
3391,2, Graduate, Yes,3300000,6700000,8,845,1300000,4600000,12300000,3200000,1,18200000,15379000000,2295.373134328358,3.9402985074626864,3329.55223880597,1109.8507462686566
3392,2, Not Graduate, No,400000,1500000,4,743,700000,500000,1200000,300000,1,2400000,1783200000,1188.8,1.0666666666666667,792.5333333333333,264.17777777777775
3393,5, Not Graduate, No,300000,600000,4,418,500000,200000,700000,200000,0,1400000,585200000,975.3333333333334,2.0,836.0,139.33333333333334
3394,1, Not Graduate, No,4200000,10700000,6,466,7400000,7000000,14000000,4700000,0,28400000,13234400000,1236.8598130841121,2.3551401869158877,1097.4953271028037,548.7476635514018
3395,2, Not Graduate, Yes,600000,2300000,12,335,400000,900000,1200000,400000,0,2500000,837500000,364.1304347826087,3.130434782608696,1048.695652173913,349.5652173913043
3396,5, Not Graduate, Yes,4400000,15200000,6,446,9500000,2200000,16700000,5800000,0,28400000,12666400000,833.3157894736842,1.736842105263158,774.6315789473684,129.10526315789474
3397,0, Graduate, Yes,9200000,29400000,2,868,9200000,13800000,32000000,5300000,1,55000000,47740000000,1623.8095238095239,0.6258503401360545,543.2380952380953,543.2380952380953
3398,2, Graduate, Yes,6900000,25300000,4,763,9000000,3600000,21300000,5500000,1,33900000,25865700000,1022.3596837944664,1.0909090909090908,832.3636363636363,277.45454545454544
3399,5, Not Graduate, Yes,5100000,13700000,14,527,12100000,8900000,19400000,4700000,0,40400000,21290800000,1554.0729927007299,5.211678832116788,2746.5547445255474,457.75912408759126
3400,4, Graduate, No,3400000,12700000,2,741,3300000,6100000,7700000,3700000,1,17100000,12671100000,997.7244094488188,0.5354330708661418,396.7559055118111,79.35118110236222
3401,4, Not Graduate, Yes,8600000,26800000,12,802,7400000,2800000,32100000,11700000,1,42300000,33924600000,1265.8432835820895,3.8507462686567164,3088.2985074626868,617.6597014925374
3402,3, Not Graduate, Yes,9200000,28900000,8,538,13900000,8300000,32400000,4900000,0,54600000,29374800000,1016.4290657439446,2.546712802768166,1370.1314878892733,342.53287197231833
3403,5, Graduate, Yes,4800000,16300000,4,523,8800000,2300000,10000000,2800000,1,21100000,11035300000,677.0122699386503,1.177914110429448,616.0490797546013,102.67484662576688
3404,4, Not Graduate, No,2800000,8300000,14,381,3200000,1100000,9100000,1500000,0,13400000,5105400000,615.1084337349398,4.72289156626506,1799.421686746988,359.8843373493976
3405,1, Graduate, Yes,3400000,7000000,4,534,3100000,1600000,13000000,4000000,0,17700000,9451800000,1350.2571428571428,1.9428571428571428,1037.4857142857143,518.7428571428571
3406,5, Not Graduate, Yes,800000,2200000,14,574,2200000,1200000,1700000,1100000,1,5100000,2927400000,1330.6363636363637,5.090909090909091,2922.181818181818,487.030303030303
3407,1, Not Graduate, No,4100000,11100000,6,405,12000000,2900000,9000000,5900000,0,23900000,9679500000,872.027027027027,2.2162162162162162,897.5675675675676,448.7837837837838
3408,0, Not Graduate, No,1900000,3800000,16,542,800000,500000,4000000,2100000,0,5300000,2872600000,755.9473684210526,8.0,4336.0,4336.0
3409,5, Graduate, Yes,6700000,25400000,14,820,10300000,8100000,18500000,3900000,1,36900000,30258000000,1191.259842519685,3.6929133858267718,3028.1889763779527,504.6981627296588
3410,0, Graduate, No,5200000,13400000,2,505,12000000,7900000,20400000,6200000,0,40300000,20351500000,1518.7686567164178,0.7761194029850746,391.94029850746267,391.94029850746267
3411,3, Graduate, Yes,6700000,16400000,2,508,4400000,10900000,25300000,9200000,0,40600000,20624800000,1257.6097560975609,0.8170731707317073,415.0731707317073,103.76829268292683
3412,1, Not Graduate, Yes,4700000,15000000,20,835,2100000,2500000,10100000,3800000,1,14700000,12274500000,818.3,6.266666666666667,5232.666666666667,2616.3333333333335
3413,0, Not Graduate, No,6000000,22000000,12,826,1400000,2000000,14100000,7000000,1,17500000,14455000000,657.0454545454545,3.272727272727273,2703.2727272727275,2703.2727272727275
3414,5, Not Graduate, Yes,6500000,18900000,12,427,5100000,1900000,18200000,7800000,0,25200000,10760400000,569.3333333333334,4.126984126984127,1762.2222222222224,293.70370370370375
3415,3, Graduate, No,500000,2000000,12,890,800000,700000,1800000,400000,1,3300000,2937000000,1468.5,3.0,2670.0,667.5
3416,4, Not Graduate, No,5700000,13300000,2,333,9400000,3000000,11800000,8200000,0,24200000,8058600000,605.9097744360902,0.8571428571428571,285.4285714285714,57.085714285714275
3417,4, Not Graduate, Yes,6800000,20000000,12,679,20200000,10900000,26900000,6600000,1,58000000,39382000000,1969.1,4.08,2770.32,554.0640000000001
3418,5, Not Graduate, No,3100000,12300000,18,805,4900000,1900000,6100000,2800000,1,12900000,10384500000,844.2682926829268,4.536585365853658,3651.9512195121947,608.6585365853658
3419,3, Not Graduate, No,5100000,11000000,16,826,11800000,2900000,12900000,2700000,1,27600000,22797600000,2072.509090909091,7.418181818181818,6127.418181818181,1531.8545454545454
3420,1, Not Graduate, Yes,6300000,23900000,10,844,16300000,4900000,16800000,4500000,1,38000000,32072000000,1341.9246861924687,2.6359832635983262,2224.7698744769873,1112.3849372384936
3421,5, Graduate, Yes,4400000,14100000,10,663,5300000,4900000,17500000,2600000,1,27700000,18365100000,1302.4893617021276,3.120567375886525,2068.936170212766,344.822695035461
3422,1, Not Graduate, No,8100000,21900000,6,884,15100000,5400000,27500000,6600000,1,48000000,42432000000,1937.5342465753424,2.219178082191781,1961.7534246575342,980.8767123287671
3423,1, Not Graduate, No,1100000,3700000,2,508,200000,0,2200000,1300000,1,2400000,1219200000,329.5135135135135,0.5945945945945946,302.05405405405406,151.02702702702703
3424,0, Graduate, Yes,2400000,6900000,4,581,5100000,4500000,6000000,3400000,1,15600000,9063600000,1313.5652173913043,1.391304347826087,808.3478260869565,808.3478260869565
3425,3, Graduate, Yes,7000000,26300000,12,481,14300000,12800000,15100000,9900000,0,42200000,20298200000,771.7946768060837,3.193916349809886,1536.2737642585553,384.0684410646388
3426,1, Graduate, Yes,8700000,30000000,12,543,21900000,12700000,30600000,12700000,0,65200000,35403600000,1180.12,3.48,1889.64,944.82
3427,0, Not Graduate, Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000,0,14100000,6316800000,501.3333333333333,2.7777777777777777,1244.4444444444443,1244.4444444444443
3428,1, Graduate, Yes,1600000,5300000,4,713,1400000,1400000,4900000,1300000,1,7700000,5490100000,1035.867924528302,1.2075471698113207,860.9811320754717,430.49056603773585
3429,5, Not Graduate, Yes,7800000,17300000,16,493,800000,4500000,16300000,9300000,0,21600000,10648800000,615.5375722543353,7.213872832369942,3556.4393063583816,592.7398843930636
3430,2, Not Graduate, No,3700000,9200000,10,819,8500000,2000000,10200000,3100000,1,20700000,16953300000,1842.75,4.021739130434782,3293.8043478260865,1097.9347826086955
3431,4, Graduate, No,400000,1400000,18,827,-100000,0,900000,600000,1,800000,661600000,472.57142857142856,5.142857142857143,4253.142857142858,850.6285714285716
3432,0, Not Graduate, No,4800000,15700000,10,398,4900000,7400000,17100000,6400000,0,29400000,11701200000,745.2993630573249,3.0573248407643314,1216.815286624204,1216.815286624204
3433,0, Graduate, Yes,2900000,7500000,18,692,3200000,300000,7500000,4000000,1,11000000,7612000000,1014.9333333333333,6.96,4816.32,4816.32
